IssueId,Date,ClAdjLoc
14654301C_synthetic_0,2016-08-11,30.67
14654301C_synthetic_0,2016-08-12,30.96859
14654301C_synthetic_0,2016-08-15,31.719017
14654301C_synthetic_0,2016-08-16,32.12285
14654301C_synthetic_0,2016-08-17,33.6219
14654301C_synthetic_0,2016-08-18,33.29582
14654301C_synthetic_0,2016-08-19,33.738823
14654301C_synthetic_0,2016-08-22,33.81118
14654301C_synthetic_0,2016-08-23,33.383026
14654301C_synthetic_0,2016-08-24,33.828575
14654301C_synthetic_0,2016-08-25,32.96
14654301C_synthetic_0,2016-08-26,33.30962
14654301C_synthetic_0,2016-08-29,33.387547
14654301C_synthetic_0,2016-08-30,34.12047
14654301C_synthetic_0,2016-08-31,32.657772
14654301C_synthetic_0,2016-09-01,32.199085
14654301C_synthetic_0,2016-09-02,32.7311
14654301C_synthetic_0,2016-09-05,32.790665
14654301C_synthetic_0,2016-09-06,33.19565
14654301C_synthetic_0,2016-09-07,31.191208
14654301C_synthetic_0,2016-09-08,32.50077
14654301C_synthetic_0,2016-09-09,33.231777
14654301C_synthetic_0,2016-09-12,33.506554
14654301C_synthetic_0,2016-09-13,32.24343
14654301C_synthetic_0,2016-09-14,32.27231
14654301C_synthetic_0,2016-09-15,31.93248
14654301C_synthetic_0,2016-09-16,32.292126
14654301C_synthetic_0,2016-09-19,33.90118
14654301C_synthetic_0,2016-09-20,33.04241
14654301C_synthetic_0,2016-09-21,32.912296
14654301C_synthetic_0,2016-09-22,34.585106
14654301C_synthetic_0,2016-09-23,34.357594
14654301C_synthetic_0,2016-09-26,35.351376
14654301C_synthetic_0,2016-09-27,34.462585
14654301C_synthetic_0,2016-09-28,35.3139
14654301C_synthetic_0,2016-09-29,34.780273
14654301C_synthetic_0,2016-09-30,35.15715
14654301C_synthetic_0,2016-10-03,35.331924
14654301C_synthetic_0,2016-10-04,36.961536
14654301C_synthetic_0,2016-10-05,37.906513
14654301C_synthetic_0,2016-10-06,39.24892
14654301C_synthetic_0,2016-10-07,39.252243
14654301C_synthetic_0,2016-10-10,40.831833
14654301C_synthetic_0,2016-10-11,41.08665
14654301C_synthetic_0,2016-10-12,40.099037
14654301C_synthetic_0,2016-10-13,38.85074
14654301C_synthetic_0,2016-10-14,40.092216
14654301C_synthetic_0,2016-10-17,41.692966
14654301C_synthetic_0,2016-10-18,43.091606
14654301C_synthetic_0,2016-10-19,42.590263
14654301C_synthetic_0,2016-10-20,44.0522
14654301C_synthetic_0,2016-10-21,43.944633
14654301C_synthetic_0,2016-10-24,41.975906
